system:index,LAI,date,.geo
2013_01_13,0.27468286478340875,2013-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_17,0.473599024373653,2013-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_21,0.47313670666620883,2013-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_25,0.5084775243339966,2013-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_29,0.43258305854891527,2013-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_02,0.3363861316019179,2013-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_06,0.7438422794075913,2013-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_10,0.6802604219782141,2013-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_14,0.6642271871846839,2013-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_18,0.7320430918181052,2013-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_22,0.7341609792873537,2013-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_26,0.9024133572165516,2013-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_02,0.9449293990272877,2013-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_06,0.8800398494450515,2013-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_10,0.6772590327298305,2013-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_14,0.7920016268550054,2013-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_18,0.7113162787533852,2013-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_22,0.6935040586348015,2013-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_26,0.5562203113131619,2013-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_30,0.6086960218576748,2013-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_03,0.5579618114208595,2013-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_07,0.48771270987563226,2013-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_11,0.385759633589166,2013-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_15,0.3825810309839292,2013-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_19,0.38445092226239913,2013-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_23,0.35971153083088,2013-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_04_27,0.3621036312310741,2013-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_01,0.35604883966124296,2013-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_05,0.30134328908135816,2013-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_09,0.3013085696146487,2013-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_13,0.34253659006653964,2013-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_17,0.32352491865724115,2013-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_21,0.30905639575089877,2013-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_25,0.2882417211785884,2013-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_05_29,0.32360229346876535,2013-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_02,0.302967026426471,2013-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_06,0.33763037514028876,2013-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_10,0.29455896357431577,2013-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_14,0.3086713639507042,2013-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_18,0.5790498486514624,2013-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_22,0.4752423277064146,2013-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_26,0.3750650458580333,2013-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_06_30,0.5443237214733467,2013-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_07_04,0.3231904780799703,2013-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_07_08,0.5070011450338393,2013-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_07_12,0.7205671035178581,2013-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_07_16,0.18963730202818604,2013-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_07_20,0.552431779790717,2013-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_07_24,0.7098069030802489,2013-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_07_28,0.6028695284954702,2013-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_01,0.7837250728400199,2013-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_05,0.20600887684650712,2013-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_09,0.7034658530502118,2013-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_13,0.5685777489314926,2013-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_17,0.5827899146326241,2013-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_21,1.2788199916106353,2013-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_25,1.1195949584499967,2013-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_29,1.0786972689242236,2013-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_02,1.0802508587753674,2013-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_06,0.9843433627716519,2013-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_10,1.0080954459396552,2013-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_14,0.9274065550353083,2013-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_18,0.8766474032673065,2013-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_22,0.9896973879623991,2013-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_26,1.0337721212602087,2013-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_30,0.8591615461357874,2013-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_10_04,0.8386885394583138,2013-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_10_08,0.7093012742752826,2013-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_10_12,0.7523510038885748,2013-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_10_16,0.7666208464180825,2013-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_10_20,0.6645918124411879,2013-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_10_24,0.5136470178103779,2013-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_10_28,0.5445494951898545,2013-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_01,0.5627365412289941,2013-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_05,0.3364830143567779,2013-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_09,0.5253222343089594,2013-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_13,0.46675420108554005,2013-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_17,0.41582517478555203,2013-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_21,0.34227515835514566,2013-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_25,0.3588408346647623,2013-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_29,0.3767885066458163,2013-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_03,0.3401519917924966,2013-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_07,0.29092668797895793,2013-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_11,0.3479835509907903,2013-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_15,0.3000769453135605,2013-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_19,0.1728952693511105,2013-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_23,0.35661233732371567,2013-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_27,0.3656931596608108,2013-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_31,0.40406860744569223,2013-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_01,0.406918418129046,2014-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_05,0.33332313063982083,2014-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_09,0.3094198649307096,2014-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_13,0.2927506487178729,2014-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_17,0.36803364834393776,2014-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_21,0.33556432788297613,2014-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_25,0.47987869825837426,2014-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_29,0.3144019614508653,2014-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_02,0.574218989019955,2014-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_06,0.604347259521128,2014-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_10,0.6353868511404952,2014-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_14,0.6588208702257101,2014-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_18,0.6692878683097704,2014-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_22,0.6296684220073212,2014-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_26,0.36700573650617574,2014-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_02,0.7549902502068938,2014-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_06,0.7497204020089083,2014-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_10,0.7590169997845928,2014-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_14,0.7347196084211025,2014-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_18,0.7155531873887543,2014-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_22,0.6666107848583444,2014-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_26,0.4742119389617586,2014-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_30,0.6337305996122733,2014-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_03,0.5953526930969164,2014-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_07,0.5365530796875517,2014-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_11,0.41284761980341317,2014-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_15,0.38734695092225724,2014-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_19,0.4892736687564485,2014-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_23,0.4121115671091829,2014-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_27,0.39783945718593267,2014-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_01,0.3617941319849834,2014-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_05,0.3921342693890461,2014-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_09,0.314415947713891,2014-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_13,0.40050534538074856,2014-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_17,0.37247738274739245,2014-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_21,0.40435254571632107,2014-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_25,0.4271796739487762,2014-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_29,0.3617616799120169,2014-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_02,0.3725354847120871,2014-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_06,0.33451242531771264,2014-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_10,0.36253599487568317,2014-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_14,0.37715147323907655,2014-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_18,0.34668436178533935,2014-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_22,0.40403610257688494,2014-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_26,0.33991902570090154,2014-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_30,0.35817409616016677,2014-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_04,0.4497249367963922,2014-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_08,0.5589180847324996,2014-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_12,0.47801379142244516,2014-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_16,0.5254344893262423,2014-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_20,0.48071737503826156,2014-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_24,0.7574362012085131,2014-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_28,0.5126704796671451,2014-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_01,0.7131833357896715,2014-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_05,0.3305123176165211,2014-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_09,1.1158935798746028,2014-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_13,0.6580625687303692,2014-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_17,0.7995767059303631,2014-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_21,0.7290482898182654,2014-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_25,0.7168186765222697,2014-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_29,0.5169810785991991,2014-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_02,0.397655231444219,2014-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_06,0.6843385445599541,2014-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_10,1.0744467559263888,2014-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_14,0.9712933780765588,2014-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_18,0.939284438876728,2014-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_22,0.7952007777160544,2014-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_26,0.7289404469033027,2014-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_30,0.6259011473012346,2014-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_10_04,0.5642415001076995,2014-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_10_08,0.5316871110002596,2014-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_10_12,0.5355370038659043,2014-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_10_16,0.49292502295735935,2014-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_10_20,0.43712049497205097,2014-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_10_24,0.3920383302912419,2014-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_10_28,0.34776773067726957,2014-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_01,0.3801160893360944,2014-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_05,0.3770145664071737,2014-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_09,0.27885392233515677,2014-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_13,0.3072271135737802,2014-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_17,0.2763937519121578,2014-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_21,0.25415675176485314,2014-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_25,0.2667236065313698,2014-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_29,0.25502062299577355,2014-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_03,0.25948737133269895,2014-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_07,0.2639694712737502,2014-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_11,0.22695934226636133,2014-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_15,0.3068828504058367,2014-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_19,0.2596429624087452,2014-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_23,0.22696685258242216,2014-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_27,0.2644528238788416,2014-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_31,0.20777742824106135,2014-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_01,0.21690217884188934,2015-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_05,0.32754571373509445,2015-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_09,0.2401349559778435,2015-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_13,0.33161380607585716,2015-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_17,0.3966241175737384,2015-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_21,0.3195234331622393,2015-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_25,0.5191662134140104,2015-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_29,0.5060791095851566,2015-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_02,0.5577092610848505,2015-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_06,0.6550655233368449,2015-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_10,0.6520732059693344,2015-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_14,0.5379779949437103,2015-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_18,0.5160328828777785,2015-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_22,0.569001751561669,2015-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_26,0.5254380321289708,2015-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_02,0.6458033376035887,2015-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_06,0.6402298003559715,2015-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_10,0.6569305724035509,2015-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_14,0.7214508202296842,2015-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_18,0.6561830410284901,2015-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_22,0.644613664448396,2015-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_26,0.5942969378847487,2015-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_30,0.5351838572902342,2015-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_03,0.5468647613001203,2015-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_07,0.6217580520820315,2015-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_11,0.5161069983107905,2015-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_15,0.5756751164873518,2015-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_19,0.4563394911968427,2015-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_23,0.42386772024895736,2015-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_27,0.3969150690988204,2015-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_01,0.45055678687632256,2015-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_05,0.33595392089062376,2015-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_09,0.33473661387417336,2015-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_13,0.3911659505481352,2015-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_17,0.41991962089176005,2015-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_21,0.34501003321730994,2015-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_25,0.3460636627478467,2015-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_29,0.3240075901005523,2015-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_02,0.3867452413073697,2015-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_06,0.3312035892842895,2015-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_10,0.3485509936853035,2015-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_14,0.41756351536725556,2015-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_18,0.48091109549128314,2015-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_22,0.5151160055324381,2015-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_26,0.6450373836543538,2015-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_30,0.5343393948326068,2015-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_04,0.33650390558572185,2015-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_08,0.34047184463818203,2015-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_12,0.8543348317026919,2015-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_16,0.2853969923022038,2015-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_20,0.6465221014205196,2015-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_24,0.7867326289296752,2015-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_28,0.5421586438717995,2015-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_01,0.6367278107179712,2015-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_05,0.5299052229414891,2015-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_09,0.5860181164760115,2015-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_13,0.44266965773690986,2015-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_17,0.9849667543392198,2015-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_21,1.0927167061570975,2015-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_25,0.9851200868411705,2015-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_29,1.0721572550931229,2015-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_02,0.8816813008037809,2015-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_06,0.9836883694037771,2015-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_10,0.8962169952498003,2015-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_14,0.8916929778815658,2015-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_18,1.0041045495255365,2015-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_22,0.974234612899194,2015-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_26,0.7750491741018245,2015-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_30,0.8207358826396959,2015-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_10_04,0.7043844309408539,2015-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_10_08,0.6495587084925234,2015-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_10_12,0.5321247179929007,2015-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_10_16,0.5672474973641516,2015-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_10_20,0.5605832020134439,2015-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_10_24,0.5016500957973835,2015-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_10_28,0.4492383938992166,2015-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_01,0.446461938108349,2015-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_05,0.34687312325072617,2015-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_09,0.45391397831185704,2015-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_13,0.33033634179782445,2015-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_17,0.39171737430737014,2015-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_21,0.3396040838064155,2015-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_25,0.2784037857927986,2015-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_29,0.24454878698258706,2015-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_03,0.27721908583866056,2015-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_07,0.23612957987575584,2015-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_11,0.28844417426200164,2015-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_15,0.2866738652337515,2015-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_19,0.2461540096585531,2015-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_23,0.2862236713825754,2015-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_27,0.29663056046796243,2015-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_31,0.27684994671926744,2015-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_01,0.276937944950801,2016-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_05,0.24414393733279477,2016-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_09,0.3587940929847796,2016-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_13,0.19530699368846405,2016-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_17,0.2804111284858064,2016-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_21,0.37341262421955956,2016-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_25,0.4100987524220715,2016-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
